"WATERBODYC,N,9,0","LOCNAME_EN,C,254","LATITUDE,N,19,11","LONGITUDE,N,19,11","GUIDELOC_E,C,254","URL_EN,C,254","SPECIES_EN,C,254"
48588723,Cleaver Lake,48.96944444,-87.37972222,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE48588723.html,-BROOK_TROUT-
48588917,Smiley Lake,48.95583333,-89.29472222,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE48588917.html,-NORTHERN_PIKE-
48598228,Keenoa Lake,48.98888889,-82.45666667,"Fenton Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE48598228.html,-NORTHERN_PIKE-WALLEYE-
48598914,DeCourcey Lake,48.98916667,-89.23666667,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE48598914.html,-LAKE_WHITEFISH-WALLEYE-
49009002,Muskeg Lake,49.01722222,-90.05194444,"Gibbard Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49009002.html,-LAKE_WHITEFISH-NORTHERN_PIKE-YELLOW_PERCH-
49009157,Clearwater West Lake,49.00333333,-91.96861111,Rainy River Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49009157.html,-LAKE_TROUT-
49009306,Pickwick Lake,48.99388889,-93.08666667,Rainy River Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49009306.html,-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
49009437,Rainy River,48.71805556,-94.58694444,"Town of Rainy River, downstream to Lake of the Woods, Rainy River Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49009437.html,-NORTHERN_PIKE-WHITE_SUCKER-SMALLMOUTH_BASS-WALLEYE-
49018019,Findlay Lake,49.02222222,-80.31555556,"Findlay Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49018019.html,-NORTHERN_PIKE-
49018529,Garnham Lake,49.00916667,-85.49138889,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49018529.html,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WALLEYE-
49018550,Agonzon Lake,49.02444444,-85.83,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49018550.html,-WHITE_SUCKER-YELLOW_PERCH-WALLEYE-
49018727,Beavertrap Lake,49.01638889,-87.45472222,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49018727.html,-NORTHERN_PIKE-WALLEYE-
49018802,Ozone Creek,49.01666667,-88.04083333,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49018802.html,-RAINBOW_SMELT-
49018808,Fire Hill Lake,49.02194444,-88.12805556,"Corrigal Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49018808.html,-NORTHERN_PIKE-
49028253,Oscar Lake,49.03861111,-82.87972222,"Oscar Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49028253.html,-NORTHERN_PIKE-WALLEYE-
49028259,Powell Lake,49.025,-82.98333333,"Oscar Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49028259.html,-NORTHERN_PIKE-
49028643,Prairie Lake,49.02388889,-86.71166667,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49028643.html,-LAKE_TROUT-NORTHERN_PIKE-
49028904,Walotka Lake,49.04555556,-89.07638889,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49028904.html,-LAKE_TROUT-
49028912,Eaglehead Lake,49.04611111,-89.20138889,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49028912.html,-NORTHERN_PIKE-
49029210,Mount Lake,49.01305556,-92.18,Kenora & Rainy River Dists.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49029210.html,-LAKE_TROUT-NORTHERN_PIKE-WALLEYE-
49029253,Sakwite Lake,49.03027778,-92.90027778,Kenora & Rainy River Dists.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49029253.html,-WALLEYE-
49038259,Cooper Lake,49.04194444,-82.98333333,"Oscar Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49038259.html,-NORTHERN_PIKE-
49038325,Foster Lake,49.03083333,-83.42361111,"Cromlech Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49038325.html,-NORTHERN_PIKE-WALLEYE-
49038509,Tocheri Lake,49.05138889,-85.15472222,"Cholette & Mathews Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49038509.html,-NORTHERN_PIKE-WALLEYE-
49038807,Limestone Creek,49.04916667,-88.10527778,"Corrigal Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49038807.html,-RAINBOW_TROUT-
49048101,Commando Lake,49.06222222,-81.01916667,"Glackmeyer Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49048101.html,-LAKE_TROUT-
49048235,Saganash Lake,49.04111111,-82.57944444,"Fenton & Staples Twps., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49048235.html,-NORTHERN_PIKE-WALLEYE-
49048306,Opasatika Lake,49.07416667,-83.13444444,"Opasatika Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49048306.html,-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
49057933,Joe Lake,49.08722222,-79.55027778,"Adair Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49057933.html,-NORTHERN_PIKE-WALLEYE-
49057938,Patten River,49.12277778,-79.63555556,"at South Patten R., Adair Twp, Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49057938.html,-NORTHERN_PIKE-WALLEYE-
49058112,Rawcourt Lake,49.08,-81.20916667,"Clute Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49058112.html,-NORTHERN_PIKE-
49058134,Mattagami River,49.08083333,-81.58861111,Loon Rapids,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49058134.html,-NORTHERN_PIKE-WALLEYE-
49058205,Groundhog River,49.08333333,-82.1,"above Carmichael Falls, Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49058205.html,-WHITE_SUCKER-WALLEYE-
49058300,Bourinot Lake,49.07555556,-82.99777778,"Bourinot Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49058300.html,-NORTHERN_PIKE-WALLEYE-
49058446,West Larkin Lake,49.07416667,-84.77555556,"Larkin Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49058446.html,-NORTHERN_PIKE-WALLEYE-
49058632,Killala Lake,49.08027778,-86.52694444,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49058632.html,-LAKE_TROUT-
49058815,Helen Lake,49.07666667,-88.27805556,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49058815.html,-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-WALLEYE-
49058915,Starnes Lake,49.07805556,-89.25944444,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49058915.html,-NORTHERN_PIKE-WHITE_SUCKER-
49059009,Ricestalk Lake,49.09555556,-90.1525,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49059009.html,-NORTHERN_PIKE-
49059136,Little Gull Lake,49.07472222,-91.59777778,Kenora Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49059136.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-LAKE_TROUT-LAKE_WHITEFISH-
49059335,Pipestone Lake,49.09944444,-93.54388889,Rainy River Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49059335.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
49068102,Lillabelle Lake,49.10861111,-81.03305556,"Glackmeyer Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49068102.html,-NORTHERN_PIKE-YELLOW_PERCH-
49068246,Kapuskasing River,49.09833333,-82.75638889,"at Graveyard Creek, Shanly Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49068246.html,-NORTHERN_PIKE-
49068305,Penelton Lake,49.09638889,-83.09277778,"Opasatika Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49068305.html,-NORTHERN_PIKE-WALLEYE-
49068515,Granitehill Lake,49.08638889,-85.26472222,"Drew Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49068515.html,-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WALLEYE-
49068529,Macutagon Lake,49.10305556,-85.47694444,"Roberta Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49068529.html,-NORTHERN_PIKE-WALLEYE-
49068547,Kaginu Lake,49.08777778,-85.78194444,"Gertrude Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49068547.html,-NORTHERN_PIKE-WHITE_SUCKER-YELLOW_PERCH-WALLEYE-
49068844,Shillabeer Lake,49.11083333,-88.73277778,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49068844.html,-NORTHERN_PIKE-
49068909,Arrowroot Lake,49.10805556,-89.15583333,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49068909.html,-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
49078027,Mistango Lake,49.11944444,-80.45722222,"Freele Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49078027.html,-NORTHERN_PIKE-
49078851,Sturge Lake,49.12777778,-88.84527778,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49078851.html,-WALLEYE-
49079152,White Otter Lake,49.11111111,-91.88166667,Kenora Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49079152.html,-LAKE_TROUT-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
49087947,Abbotsford Lake,49.13861111,-79.78555556,"Abbotsford Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49087947.html,-BROOK_TROUT-
49088251,Graveyard Lake,49.13166667,-82.84611111,"east of Opasatika Lake, Bourinot Twp, Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49088251.html,-NORTHERN_PIKE-WALLEYE-
49088546,Little Mose Lake,49.13722222,-85.76305556,"Gemmell Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49088546.html,-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
49088548,Manitouwadge Lake,49.13305556,-85.80638889,"Gertrude Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49088548.html,-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
49088914,Mawn Lake,49.12694444,-89.22944444,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49088914.html,-LAKE_WHITEFISH-WHITE_SUCKER-YELLOW_PERCH-
49098114,Lower Deception Lake,49.15472222,-81.23638889,"Clute Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49098114.html,-NORTHERN_PIKE-WALLEYE-
49098243,Kapuskasing River,49.14555556,-82.71555556,"at Woman Falls, Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49098243.html,-NORTHERN_PIKE-LONGNOSE_SUCKER-WHITE_SUCKER-WALLEYE-
49098305,Rufus Lake,49.15972222,-83.08972222,"Opasatika Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49098305.html,-NORTHERN_PIKE-WALLEYE-
49098509,Obakamiga Lake,49.11472222,-85.11972222,"Cholette Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49098509.html,-NORTHERN_PIKE-WALLEYE-
49098542,Gaugino Lake,49.14138889,-85.70166667,"Nickel Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49098542.html,-YELLOW_PERCH-WALLEYE-
49098545,Mose Lake,49.14777778,-85.74888889,"Gemmell Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49098545.html,-WHITE_SUCKER-WALLEYE-
49098639,Islington Lake,49.14194444,-86.65111111,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49098639.html,-NORTHERN_PIKE-WALLEYE-
49098825,Purdom Lake,49.15194444,-88.42083333,"Purdom Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49098825.html,-BROOK_TROUT-SMALLMOUTH_BASS-
49098923,Max Lake,49.145,-83.37416667,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49098923.html,-NORTHERN_PIKE-WHITE_SUCKER-
49099211,Pekagoning Lake,49.15,-92.19111111,Kenora Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49099211.html,-NORTHERN_PIKE-WHITE_SUCKER-WALLEYE-
49108115,Blue Lake,49.18722222,-81.27138889,Cochrane Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49108115.html,-LAKE_TROUT-
49108243,Kapuskasing River,49.16833333,-82.71111111,"below Old Woman Falls, Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49108243.html,-NORTHERN_PIKE-
49108545,Wowun Lake,49.18111111,-85.74027778,"Gemmell Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49108545.html,-WALLEYE-
49108927,Jolly Lake,49.16777778,-89.45944444,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49108927.html,-WALLEYE-
49118029,Cabin Lake,49.1825,-80.48166667,"Dempsay Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49118029.html,-WALLEYE-
49118058,Dora Lake,49.18527778,-80.97,"Blount Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49118058.html,-NORTHERN_PIKE-WALLEYE-
49118109,Frederick House River,49.19305556,-81.1475,"Flood's Landing, Leitch Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49118109.html,-NORTHERN_PIKE-WALLEYE-
49118126,North Driftwood River,49.18555556,-81.43555556,"at Hwy. 11, Calder Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49118126.html,-NORTHERN_PIKE-
49118837,Eskwanonwatin Lake,49.165,-88.61861111,"Adamson Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49118837.html,-WALLEYE-
49128138,Mattagami River,49.20194444,-81.645,downstream of Island Falls to Smooth Rock Falls,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49128138.html,-NORTHERN_PIKE-LONGNOSE_SUCKER-WHITE_SUCKER-WALLEYE-
49128304,Flatt Lake,49.20361111,-83.06583333,"Ecclestone Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49128304.html,-NORTHERN_PIKE-
49128453,Second Government Lake,49.19638889,-84.89694444,"Lessard Twp., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49128453.html,-NORTHERN_PIKE-WALLEYE-
49128855,Little Sturge Lake,49.21194444,-88.90833333,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49128855.html,-LAKE_WHITEFISH-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
49128937,Lac des Îles,49.2,-89.61666667,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49128937.html,-NORTHERN_PIKE-
49138003,Endelman Lake,49.21111111,-80.04083333,"Kenning Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49138003.html,-NORTHERN_PIKE-
49138042,Chin Lake,49.22611111,-80.69333333,"Laughton Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49138042.html,-WALLEYE-NORTHERN_PIKE-
49138102,Abitibi River,49.32527778,-81.28166667,"below Long Sault Rapids to Island Falls, Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49138102.html,-NORTHERN_PIKE-LONGNOSE_SUCKER-WALLEYE-
49138241,Kapuskasing River,49.27055556,-82.62666667,"below White Otter Falls to above Big Beaver Falls, Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49138241.html,-NORTHERN_PIKE-WALLEYE-
49139352,Kakagi Lake,49.21472222,-93.8375,Kenora Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49139352.html,-LAKE_TROUT-
49148223,Wabicock Lake,49.22305556,-82.35944444,"Swanson Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49148223.html,-NORTHERN_PIKE-
49148756,Cosgrave Lake,49.22972222,-87.92833333,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49148756.html,-LAKE_TROUT-
49158148,Departure Lake,49.24333333,-81.79638889,"Haggart Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49158148.html,-NORTHERN_PIKE-WALLEYE-
49158205,Groundhog River,49.25027778,-82.06916667,"below Carmichael Falls, Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49158205.html,-WHITE_SUCKER-WALLEYE-
49158649,Steel Lake,49.20305556,-86.84527778,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49158649.html,-NORTHERN_PIKE-WALLEYE-
49158826,Elizabeth Lake,49.25638889,-88.43416667,"south of L.Nipigon, Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49158826.html,-NORTHERN_PIKE-
49158832,Frazer Lake,49.25,-88.53333333,"McIvor Twp., Thunder Bay Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49158832.html,-NORTHERN_PIKE-WALLEYE-
49159216,Beak Lake,49.28138889,-92.255,Kenora Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49159216.html,-LAKE_TROUT-WALLEYE-
49159445,Lake of the Woods,49.24972222,-94.75083333,Kenora Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49159445.html,-LAKE_TROUT-LAKE_WHITEFISH-CISCO(LAKE_HERRING)-NORTHERN_PIKE-WHITE_SUCKER-SMALLMOUTH_BASS-YELLOW_PERCH-SAUGER-WALLEYE-
49168107,Louise Lake,49.27305556,-81.115,"north of Cochrane, Leitch Twp, Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49168107.html,-CISCO(LAKE_HERRING)-NORTHERN_PIKE-
49168108,Margaret Lake,49.27611111,-81.13444444,"Leitch Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49168108.html,-NORTHERN_PIKE-
49168201,Watersnake Lake,49.26361111,-82.00583333,"Shackleton Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49168201.html,-NORTHERN_PIKE-WALLEYE-
49168530,Mooseskull Lake,49.26555556,-85.49416667,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49168530.html,-WALLEYE-
49168626,Kagiano Lake,49.31,-86.40583333,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49168626.html,-NORTHERN_PIKE-WALLEYE-
49168637,Island Dam Lake,49.26666667,-86.61666667,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49168637.html,-WALLEYE-
49168821,Cox Lake,49.27277778,-88.35638889,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49168821.html,-NORTHERN_PIKE-
49178525,Poppy Lake,49.29277778,-85.40916667,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49178525.html,-NORTHERN_PIKE-WALLEYE-
49179236,Meggisi Lake,49.28527778,-92.60666667,Kenora Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49179236.html,-LAKE_TROUT-
49188156,Shackleton Lake,49.29916667,-81.92638889,"Shackleton Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49188156.html,-NORTHERN_PIKE-WALLEYE-
49188928,Whistle Lake,49.31388889,-89.47388889,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49188928.html,-NORTHERN_PIKE-
49198147,Ouellet Lake,49.31222222,-81.78472222,"Haggart Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49198147.html,-WALLEYE-
49198447,Wicksteed Lake,49.31805556,-84.78388889,"north of Hornepayne, Wicksteed & Elgie Twps., Algoma Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49198447.html,-NORTHERN_PIKE-WALLEYE-
49198524,Fields Lake,49.31277778,-85.41111111,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49198524.html,-NORTHERN_PIKE-WALLEYE-
49199208,Bending Lake,49.32027778,-92.13777778,Kenora Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49199208.html,-LAKE_TROUT-LAKE_WHITEFISH-NORTHERN_PIKE-LING_(BURBOT)-SMALLMOUTH_BASS-WALLEYE-
49208028,Lac La France,49.3325,-80.47083333,"Bragg Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49208028.html,-NORTHERN_PIKE-WALLEYE-
49208853,Black Sturgeon Lake,49.35805556,-88.88055556,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49208853.html,-LAKE_TROUT-NORTHERN_PIKE-SMALLMOUTH_BASS-WALLEYE-
49218106,Sucker River,49.34805556,-81.1025,"mouth, Thoring & Laughton Twps, Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49218106.html,-WALLEYE-
49218142,Sand Lake,49.35,-81.7,"northwest of Smooth Rock Falls, Alexandra Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49218142.html,-NORTHERN_PIKE-WALLEYE-
49218222,Gravel Lake,49.35138889,-82.35611111,"O'Brien Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49218222.html,-WALLEYE-
49218523,Flanders Lake,49.36222222,-85.37472222,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49218523.html,-WALLEYE-
49218823,Oskawe Lake,49.34972222,-88.37722222,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49218823.html,-NORTHERN_PIKE-
49218901,Circle Lake,49.36,-89.01888889,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49218901.html,-NORTHERN_PIKE-WALLEYE-
49219015,Pakashkan Lake,49.35555556,-90.27194444,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49219015.html,-LAKE_WHITEFISH-NORTHERN_PIKE-YELLOW_PERCH-WALLEYE-
49228019,South Floodwood Lake,49.37583333,-80.31222222,"Bragg Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49228019.html,-NORTHERN_PIKE-WALLEYE-
49238022,Bragg Lake,49.38555556,-80.36833333,"Bragg Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49238022.html,-NORTHERN_PIKE-WALLEYE-
49238148,Indian Lake,49.38333333,-81.8,"northwest of Smooth Rock Falls, Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49238148.html,-NORTHERN_PIKE-WALLEYE-
49238208,Bonner Lake,49.38666667,-82.13194444,"Fauquier Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49238208.html,-NORTHERN_PIKE-
49238612,Waboosekon Lake,49.38472222,-86.19694444,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49238612.html,-NORTHERN_PIKE-WALLEYE-
49238732,Trapnarrows Lake,49.40138889,-87.53861111,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49238732.html,-WALLEYE-
49238919,Gennis Lake,49.39,-89.32944444,Thunder Bay Dist.,http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49238919.html,-NORTHERN_PIKE-
49248028,Starvation Lake,49.4,-80.46666667,"Bragg Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49248028.html,-NORTHERN_PIKE-
49248033,Little Abitibi Lake,49.41083333,-80.54305556,"Sangster Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49248033.html,-WALLEYE-NORTHERN_PIKE-WHITE_SUCKER-
49248115,Eddie Lake,49.39388889,-81.24888889,"Marven Twp., Cochrane Dist.",http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49248115.html,-WALLEYE-
49248227,Kapuskasing River,49.36833333,-82.46444444,below Big Beaver Falls to above Spruce Falls (Kapuskasing),http://www.downloads.ene.gov.on.ca/files/fishguide/en/advisories/LAKE49248227.html,-NORTHERN_PIKE-LONGNOSE_SUCKER-WALLEYE-
